,Вопрос абонента,Тематика
67576,Комбинация *105*1718# не работает.,122
67577,Добрый день. 23.12.2020 мне пришла смс от вашей компании. Где говорилось о бесплатной подписки на два месяца на ivi . И комбинация из цифр. По моему мнению не корректная,122
67578,Помогите обновить пакеты роуминга *105*1497# не работает комбинация.,122
67579,Комбинация *656# ошибочная,122
67580,Комбинация цифр на снятие какого-то запрета не работает,122
67581,Не работает комбинация *105*1497#,122
67582,запрет исходящих смс . команда не работает,122
67583,вот эта команда не работает*150*40674#,122
67584,Данная USSD команда не работает!,122
67585,"Набираю команду *105*00# пишет "" Услуга недоступна",122
67586,только Юлия команда не работает,122
67587,Не работает комбинация *105*00# на моем номере 9841112162(phone_number),122
